ebird_code_v2022,scientific_name
obsber1,Melanocharis arfakiana
lebber1,Melanocharis longicauda
blaber1,Melanocharis nigra
fatber1,Melanocharis versteri
satber1,Melanocharis citreola
spober1,Melanocharis crassirostris
dwahon2,Oedistoma iliolophus
pyghon1,Oedistoma pygmaeum
yeblon1,Toxorhamphus novaeguineae
slclon1,Toxorhamphus poliopterus
titber1,Oreocharis arfaki
creber1,Paramythia montium
kokako3,Callaeas wilsoni
kokako4,Callaeas cinereus
saddle2,Philesturnus rufusater
saddle3,Philesturnus carunculatus
stitch1,Notiomystis cincta
easwhi1,Psophodes olivaceus
weswhi1,Psophodes nigrogularis
weswhi4,Psophodes nigrogularis leucogaster/lashmari
chiwed2,Psophodes cristatus
chiwed1,Psophodes occidentalis
spjbab1,Ptilorrhoa leucosticta
blujeb1,Ptilorrhoa caerulescens
blujeb2,Ptilorrhoa geislerorum
cbjbab1,Ptilorrhoa castanonota
spqthr1,Cinclosoma punctatum
chequt1,Cinclosoma castanotum
copqut1,Cinclosoma clarum
ciqthr1,Cinclosoma cinnamomeum
nulqut1,Cinclosoma alisteri
cbqthr1,Cinclosoma castaneothorax
chbqut1,Cinclosoma marginatum
paqthr1,Cinclosoma ajax
ruwbat1,Batis diops
shtbat1,Batis mixta
darbat1,Batis crypta
capbat10,Batis capensis
woobat1,Batis fratrum
chibat1,Batis molitor
senbat1,Batis senegalensis
gyhbat1,Batis orientalis
palbat1,Batis soror
pribat1,Batis pririt
bkhbat2,Batis minor
bkhbat1,Batis erlangeri
pygbat1,Batis perkeo
angbat1,Batis minulla
verbat1,Batis minima
itubat1,Batis ituriensis
weabat1,Batis occulta
fepbat1,Batis poensis
whtshr1,Lanioturdus torquatus
weawae1,Platysteira hormophora
chweye1,Platysteira castanea
baweye1,Platysteira laticincta
btweye1,Platysteira peltata
wfweye1,Platysteira albifrons
btweye2,Platysteira cyanea
ybweye1,Platysteira concreta
rcweye1,Platysteira blissetti
bnweye1,Platysteira chalybea
jaweye1,Platysteira jamesoni
fibbus1,Malaconotus cruentus
monbus1,Malaconotus monteiri
gyhbus1,Malaconotus blanchoti
grbbus1,Malaconotus gladiator
mtkbus1,Telophorus kupeensis
macbus2,Telophorus multicolor
blfbus1,Telophorus nigrifrons
olibus1,Telophorus olivaceus
gygbus1,Telophorus bocagei
subbus1,Telophorus sulfureopectus
focbus2,Telophorus viridis
dohbus1,Telophorus dohertyi
bokmak1,Telophorus zeylonus
ropbus1,Rhodophoneus cruentus
martch2,Bocagia minuta
brctch1,Tchagra australis
thstch1,Tchagra jamesi
soutch1,Tchagra tchagra
bkctch1,Tchagra senegalus
labpuf1,Dryoscopus sabini
pifpuf1,Dryoscopus angolensis
reepuf1,Dryoscopus senegalensis
blbpuf2,Dryoscopus cubla
norpuf1,Dryoscopus gambensis
pripuf1,Dryoscopus pringlii
soobou1,Laniarius leucorhynchus
mosbou1,Laniarius poensis
mosbou4,Laniarius holomelas
wisbou1,Laniarius willardi
fuebou1,Laniarius fuelleborni
slcbou1,Laniarius funebris
luebus1,Laniarius luehderi
gabbus1,Laniarius amboimensis
renbus1,Laniarius ruficeps
trobou2,Laniarius aethiopicus
trobou1,Laniarius major
zanbou1,Laniarius sublacteus
soubou1,Laniarius ferrugineus
gabbou1,Laniarius bicolor
turbou1,Laniarius turatii
comgon1,Laniarius barbarus
papgon1,Laniarius mufumbiri
blhgon1,Laniarius erythrogaster
crbgon1,Laniarius atrococcineus
yebbou1,Laniarius atroflavus
brubru1,Nilaus afer
yebboa1,Machaerirhynchus flaviventer
blbboa1,Machaerirhynchus nigripectus
retvan1,Calicalicus madagascariensis
resvan1,Calicalicus rufocarpalis
hobvan1,Vanga curvirostris
bervan1,Oriolia bernieri
lafvan1,Xenopirostris xenopirostris
vadvan1,Xenopirostris damii
polvan1,Xenopirostris polleni
sibvan1,Falculea palliata
whhvan1,Artamella viridis
chavan2,Leptopterus chabert
bluvan3,Cyanolanius madagascarinus
rufvan1,Schetba rufa
helvan1,Euryceros prevostii
tylvan1,Tylas eduardi
nuthat2,Hypositta corallirostris
darnew1,Newtonia amphichroa
comnew1,Newtonia brunneicauda
arcnew1,Newtonia archboldi
retnew1,Newtonia fanovanae
warfly1,Pseudobias wardi
crobab1,Mystacornis crossleyi
whihel1,Prionops plumatus
chbhel1,Prionops caniceps
rubhel1,Prionops rufiventris
rethel1,Prionops retzii
anghel1,Prionops gabela
chfhel1,Prionops scopifrons
bwfshr1,Hemipus picatus
bwfshr2,Hemipus hirundinaceus
larwoo1,Tephrodornis virgatus
malwoo1,Tephrodornis sylvicola
comwoo1,Tephrodornis pondicerianus
srlwoo1,Tephrodornis affinis
ruwphi2,Philentoma pyrhoptera
mabphi2,Philentoma velata
afrshf1,Megabyas flammulatus
bawfly1,Bias musicus
borbri1,Pityriasis gymnocephala
ashwoo2,Artamus fuscus
whbwoo4,Artamus leucorynchus
fijwoo1,Artamus mentalis
whbwoo8,Artamus monachus
grewoo1,Artamus maximus
maswoo1,Artamus personatus
whbwoo5,Artamus superciliosus
blfwoo1,Artamus cinereus
duswoo1,Artamus cyanopterus
lowpel1,Peltops blainvillii
moupel1,Peltops montanus
blabut1,Cracticus quoyi
ausmag2,Gymnorhina tibicen
grybut1,Cracticus torquatus
sibbut1,Cracticus argenteus
blbbut1,Cracticus mentalis
piebut1,Cracticus nigrogularis
hoobut1,Cracticus cassicus
tagbut1,Cracticus louisiadensis
piecur1,Strepera graculina
blacur2,Strepera fuliginosa
grycur1,Strepera versicolor
motwhi1,Rhagologus leucostigma
comior1,Aegithina tiphia
whtior1,Aegithina nigrolutea
greior2,Aegithina viridissima
greior1,Aegithina lafresnayei
whbmin3,Pericrocotus erythropygius
whbmin2,Pericrocotus albifrons
fiemin1,Pericrocotus igneus
smamin1,Pericrocotus cinnamomeus
gycmin1,Pericrocotus solaris
sunmin1,Pericrocotus miniatus
shbmin2,Pericrocotus brevirostris
flomin1,Pericrocotus lansbergei
lotmin1,Pericrocotus ethologus
scamin3,Pericrocotus flammeus
scamin1,Pericrocotus speciosus
ashmin1,Pericrocotus divaricatus
ryumin1,Pericrocotus tegimae
brrmin1,Pericrocotus cantonensis
rosmin1,Pericrocotus roseus
ashcus2,Coracina cinerea
ashcus3,Coracina cucullata
whbcus2,Coracina pectoralis
grycus1,Coracina caesia
stbcus1,Coracina caeruleogrisea
hoocus1,Coracina longicauda
cercus1,Coracina temminckii
piecus1,Coracina bicolor
grocus1,Coracina maxima
yeecus1,Coracina lineata
bkfcus1,Coracina novaehollandiae
boycus1,Coracina boyeri
burcus1,Coracina fortis
walcus1,Coracina personata
melcus3,Coracina welchmani
melcus1,Coracina caledonica
babcus1,Coracina striata
javcus1,Coracina javensis
larcus1,Coracina macei
slacus1,Coracina schistacea
whrcus1,Coracina leucopygia
suncus1,Coracina larvata
whbcus1,Coracina papuensis
molcus1,Coracina atriceps
blkcus1,Campephaga flava
rescus1,Campephaga phoenicea
petcus1,Campephaga petiti
putcus1,Campephaga quiscalina
golcus1,Campochaera sloetii
mcgcus1,Malindangia mcgregori
neccus1,Analisoma analis
whwcus1,Analisoma ostenta
blacus1,Analisoma coerulescens
bkbcus2,Edolisoma montanum
sumcus1,Edolisoma dohertyi
kaicus1,Edolisoma dispar
gyhcus1,Edolisoma schisticeps
bkbcus1,Edolisoma mindanense
cicada7,Edolisoma salomonis
soicus1,Edolisoma holopolium
sulcus2,Edolisoma morio
papcus1,Edolisoma incertum
cicada1,Edolisoma tenuirostre
mancic1,Edolisoma admiralitatis
cicada4,Edolisoma tenuirostre monacha
cicada5,Edolisoma tenuirostre nesiotis
cicada3,Edolisoma tenuirostre insperatum
negcus1,Edolisoma melas
halcus1,Celebesia parvula
pygcus1,Celebesia abbotti
blucus1,Cyanograucalus azureus
poltri1,Lalage maculosa
whwtri2,Lalage sueurii
lottri1,Lalage leucopyga
whwtri1,Lalage tricolor
rubtri1,Lalage aurea
blbtri1,Lalage atrovirens
bkbtri2,Lalage atrovirens leucoptera
whbtri1,Lalage moesta
vartri1,Lalage leucomela
bawtri1,Lalage melanoleuca
pietri1,Lalage nigra
whrtri1,Lalage leucopygialis
bkwcus1,Lalage melaschistos
bkhcus1,Lalage melanoptera
indcus1,Lalage polioptera
lescus1,Lalage fimbriata
maucus1,Lalage typica
reucus1,Lalage newtoni
yellow3,Mohoua ochrocephala
whiteh1,Mohoua albicilla
pipipi1,Mohoua novaeseelandiae
varsit8,Daphoenositta chrysoptera
blksit1,Daphoenositta miranda
watplo1,Eulacestoma nigropectus
runwhi1,Aleadryas rufinucha
crepit1,Ornorectes cristatus
crebel1,Oreoica gutturalis
cresht1,Falcunculus frontatus
mabwhi1,Coracornis raveni
sansht1,Coracornis sanghirensis
blapit1,Melanorectes nigrescens
oliwhi1,Pachycephala olivacea
relwhi1,Pachycephala rufogularis
gilwhi1,Pachycephala inornata
manwhi1,Pachycephala cinerea
grbwhi1,Pachycephala albiventris
whvwhi1,Pachycephala homeyeri
biawhi1,Pachycephala melanorhyncha
ruswhi1,Pachycephala hyperythra
brbwhi1,Pachycephala modesta
yebwhi1,Pachycephala philippinensis
subwhi1,Pachycephala sulfuriventer
borwhi1,Pachycephala hypoxantha
vogwhi1,Pachycephala meyeri
grywhi2,Pachycephala simplex
sclwhi1,Pachycephala soror
rubwhi1,Pachycephala fulvotincta
yetwhi1,Pachycephala macrorhyncha
golwhi2,Pachycephala balim
bkcwhi1,Pachycephala mentalis
golwhi1,Pachycephala pectoralis
weswhi2,Pachycephala fuliginosa
biswhi1,Pachycephala citreogaster
oriwhi1,Pachycephala orioloides
louwhi1,Pachycephala collaris
renwhi1,Pachycephala feminina
necwhi2,Pachycephala chlorura
necwhi3,Pachycephala caledonica
fijwhi2,Pachycephala vitiensis
temwhi1,Pachycephala vanikorensis
bltwhi1,Pachycephala melanura
bohwhi1,Pachycephala richardsi
batwhi1,Pachycephala nudigula
lorwhi1,Pachycephala lorentzi
regwhi1,Pachycephala schlegelii
gobwhi1,Pachycephala aurea
rufwhi1,Pachycephala rufiventris
blhwhi1,Pachycephala monacha
whbwhi1,Pachycephala leucogastra
walwhi1,Pachycephala arctitorquis
drawhi1,Pachycephala griseonota
drawhi3,Pachycephala griseonota johni
whbwhi2,Pachycephala lanioides
mornin1,Pachycephala tenebrosa
whbpit1,Pseudorectes incertus
ruspit1,Pseudorectes ferrugineus
bowsht1,Colluricincla boweri
rufsht2,Colluricincla megarhyncha
litshr5,Colluricincla fortis
litshr6,Colluricincla affinis
litshr1,Colluricincla obscura
litshr4,Colluricincla discolor
litshr3,Colluricincla tappenbecki
litshr2,Colluricincla rufogaster
grysht1,Colluricincla harmonica
yebshr1,Lanius corvinus
magshr1,Lanius melanoleucus
whrshr1,Eurocephalus ruppelli
whcshr1,Eurocephalus anguitimens
tigshr1,Lanius tigrinus
soushr3,Lanius souzae
buhshr1,Lanius bucephalus
brnshr,Lanius cristatus
rebshr1,Lanius collurio
isashr1,Lanius isabellinus
rutshr2,Lanius phoenicuroides
burshr1,Lanius collurioides
babshr1,Lanius vittatus
gybshr1,Lanius tephronotus
gycshr1,Lanius validirostris
macshr1,Lanius mackinnoni
legshr2,Lanius minor
logshr,Lanius ludovicianus
norshr4,Lanius borealis
norshr1,Lanius excubitor
ibgshr1,Lanius meridionalis
chgshr1,Lanius sphenocercus
gybfis1,Lanius excubitoroides
lotfis1,Lanius cabanisi
taifis1,Lanius dorsalis
somfis1,Lanius somalicus
norfis1,Lanius humeralis
soufis1,Lanius collaris
wooshr1,Lanius senator
masshr1,Lanius nubicus
grsbab1,Pteruthius xanthochlorus
besbab1,Pteruthius melanotis
bhsbab1,Pteruthius rufiventer
himshb1,Pteruthius aeralatus ripleyi
whbshb1,Pteruthius aeralatus
dalshb1,Pteruthius aeralatus annamensis
clishb1,Pteruthius intermedius
whbyuh1,Erpornis zantholeuca
rubpep1,Cyclarhis gujanensis
blbpep1,Cyclarhis nigrirostris
cssvir1,Vireolanius melitophrys
grsvir1,Vireolanius pulchellus
ybsvir1,Vireolanius eximius
scsvir1,Vireolanius leucotis
gyegre1,Hylophilus amaurocephalus
rucgre1,Hylophilus poicilotis
oligre1,Hylophilus olivaceus
ashgre1,Hylophilus pectoralis
brhgre1,Hylophilus brunneiceps
lecgre2,Hylophilus thoracicus
scrgre1,Hylophilus flavipes
gycgre1,Hylophilus semicinereus
tacgre1,Tunchiornis ochraceiceps
lesgre1,Pachysylvia decurtata
ducgre1,Pachysylvia hypoxantha
bucgre1,Pachysylvia muscicapina
gofgre1,Pachysylvia aurantiifrons
rungre1,Pachysylvia semibrunnea
golvir1,Vireo hypochryseus
yegvir,Vireo flavoviridis
reevir1,Vireo olivaceus
yucvir,Vireo magister
bkwvir,Vireo altiloquus
chivir1,Vireo chivi
norvir1,Vireo gracilirostris
tepgre1,Vireo sclateri
phivir,Vireo philadelphicus
warvir,Vireo gilvus
brcvir1,Vireo leucophrys
hutvir,Vireo huttoni
gryvir,Vireo vicinior
yetvir,Vireo flavifrons
yewvir1,Vireo carmioli
chovir1,Vireo masteri
buhvir,Vireo solitarius
casvir,Vireo cassinii
plsvir,Vireo plumbeus
flbvir1,Vireo nanus
manvir1,Vireo pallens
thbvir2,Vireo pallens approximans
cozvir1,Vireo bairdi
stavir1,Vireo caribaeus
whevir,Vireo griseus
thbvir,Vireo crassirostris
jamvir1,Vireo modestus
cubvir1,Vireo gundlachii
belvir,Vireo bellii
purvir1,Vireo latimeri
bkcvir1,Vireo atricapilla
dwavir1,Vireo nelsoni
slavir1,Vireo brevipennis
grnfig1,Sphecotheres viridis
wetfig1,Sphecotheres hypoleucus
ausfig1,Sphecotheres vieilloti
varpit2,Pitohui kirhocephalus
varpit4,Pitohui cerviniventris
varpit3,Pitohui uropygialis
hoopit1,Pitohui dichrous
serori1,Oriolus forsteni
halori1,Oriolus phaeochromus
olbori1,Oriolus sagittatus
timori1,Oriolus melanotis
timori3,Oriolus melanotis finschi
burori3,Oriolus decipiens
broori1,Oriolus szalayi
greori1,Oriolus flavocinctus
bacori1,Oriolus cruentus
marori2,Oriolus traillii
blhori1,Oriolus xanthornus
datori1,Oriolus xanthonotus
phiori1,Oriolus steerii
whlori1,Oriolus albiloris
grhori1,Oriolus chlorocephalus
wbhori1,Oriolus brachyrynchus
abhori1,Oriolus larvatus
dahori1,Oriolus monacha
bltori1,Oriolus percivali
blwori1,Oriolus nigripennis
afgori2,Oriolus auratus
ingori1,Oriolus kundoo
eugori2,Oriolus oriolus
slbori1,Oriolus tenuirostris
brodro1,Dicrurus aeneus
lrtdro1,Dicrurus remifer
crbdro1,Dicrurus annectens
grtdro1,Dicrurus paradiseus
srldro1,Dicrurus lophorinus
anddro1,Dicrurus andamanensis
suldro1,Dicrurus montanus
spadro1,Dicrurus bracteatus
ritdro1,Dicrurus megarhynchus
hacdro1,Dicrurus hottentottus
tabdro1,Dicrurus menagei
hacdro9,Dicrurus hottentottus palawanensis
balica1,Dicrurus balicassius
ashdro1,Dicrurus leucophaeus
whbdro1,Dicrurus caerulescens
maydro1,Dicrurus waldenii
credro1,Dicrurus forficatus
vemdro6,Dicrurus modestus
fotdro5,Dicrurus adsimilis
bladro1,Dicrurus macrocercus
vemdro5,Dicrurus atactus
fotdro4,Dicrurus divaricatus
cstdro1,Dicrurus ludwigii
shidro1,Dicrurus atripennis
wstdro1,Dicrurus occidentalis
shadro1,Dicrurus sharpei
blufan1,Rhipidura superciliaris
visblf1,Rhipidura samarensis
blhfan1,Rhipidura cyaniceps
visfan1,Rhipidura albiventris
whtfan1,Rhipidura albicollis
spbfan1,Rhipidura albogularis
whbfan1,Rhipidura euryura
whbfan2,Rhipidura aureola
piefan1,Rhipidura javanica
phipif1,Rhipidura nigritorquis
spofan1,Rhipidura perlata
wilwag1,Rhipidura leucophrys
brcfan1,Rhipidura diluta
citfan1,Rhipidura fuscorufa
norfan1,Rhipidura rufiventris
whwfan1,Rhipidura cockerelli
sotfan1,Rhipidura threnothorax
bltfan1,Rhipidura maculipectus
wbtfan1,Rhipidura leucothorax
blafan1,Rhipidura atra
chbfan1,Rhipidura hyperythra
frifan1,Rhipidura albolimbata
gryfan1,Rhipidura albiscapa
nezfan1,Rhipidura fuliginosa
manfan1,Rhipidura phasiana
brofan1,Rhipidura drownei
dusfan1,Rhipidura tenebrosa
renfan1,Rhipidura rennelliana
strfan1,Rhipidura verreauxi
kanfan1,Rhipidura personata
rutfan1,Rhipidura phoenicura
bacfan1,Rhipidura nigrocinnamomea
dimfan1,Rhipidura brachyrhyncha
palfan1,Rhipidura lepida
stbfan1,Rhipidura dedemi
cibfan1,Rhipidura superflua
rubfan2,Rhipidura teysmanni
pelfan1,Rhipidura habibiei
lotfan1,Rhipidura opistherythra
rubfan1,Rhipidura rufidorsa
matfan1,Rhipidura matthiae
manfan2,Rhipidura semirubra
ruffan1,Rhipidura rufifrons
arafan1,Rhipidura dryas
papdro1,Chaetorhynchus papuensis
silkta2,Lamprolia victoriae
blnmon1,Hypothymis azurea
pabmon1,Hypothymis puella
shcmon1,Hypothymis helenae
celmon1,Hypothymis coelestis
afcfly1,Trochocercus cyanomelas
bhcfly1,Trochocercus nitens
rvpfly1,Terpsiphone rufocinerea
bhpfly1,Terpsiphone rufiventer
batpaf1,Terpsiphone batesi
afpfly1,Terpsiphone viridis
aspfly1,Terpsiphone paradisi
blypaf1,Terpsiphone affinis
amupaf1,Terpsiphone incei
japfly1,Terpsiphone atrocaudata
blpfly1,Terpsiphone cyanescens
rupfly1,Terpsiphone cinnamomea
mapfly1,Terpsiphone mutata
sepfly1,Terpsiphone corvina
mapfly2,Terpsiphone bourbonnensis
elepai5,Chasiempis sclateri
elepai4,Chasiempis ibidis
elepai,Chasiempis sandwichensis
rarmon1,Pomarea dimidiata
tahmon2,Pomarea nigra
marmon2,Pomarea mendozae
iphmon2,Pomarea iphis
fatmon1,Pomarea whitneyi
vanmon1,Mayrornis schistaceus
slamon1,Mayrornis lessoni
bubmon1,Neolalage banksiana
soushr2,Clytorhynchus pachycephaloides
fijshr1,Clytorhynchus vitiensis
bktshr1,Clytorhynchus nigrogularis
renshr1,Clytorhynchus hamlini
blamon1,Symposiachrus axillaris
spwmon1,Symposiachrus guttula
blbmon2,Symposiachrus mundus
flomon1,Symposiachrus sacerdotum
blcmon1,Symposiachrus boanensis
spemon1,Symposiachrus trivirgatus
whtmon1,Symposiachrus leucurus
whtmon2,Symposiachrus everetti
biamon1,Symposiachrus brehmii
hoomon1,Symposiachrus manadensis
bltmon1,Symposiachrus verticalis
bawmon1,Symposiachrus barbatus
kulmon1,Symposiachrus browni
whcmon2,Symposiachrus vidua
islmon1,Monarcha cinerascens
blfmon1,Monarcha melanopsis
blwmon1,Monarcha frater
boumon1,Monarcha erythrostictus
chbmon1,Monarcha castaneiventris
whcmon1,Monarcha richardsii
yapmon1,Monarcha godeffroyi
whemon1,Carterornis leucotis
whnmon1,Carterornis pileatus
loemon1,Carterornis castus
golmon1,Carterornis chrysomela
rucmon1,Arses insularis
frimon1,Arses telescopthalmus
frnmon1,Arses lorealis
piemon1,Arses kaupi
maglar1,Grallina cyanoleuca
torlar1,Grallina bruijnii
ocefly1,Myiagra oceanica
palfly3,Myiagra erythrops
pohfly1,Myiagra pluto
molfly1,Myiagra galeata
biafly1,Myiagra atra
leafly2,Myiagra rubecula
stbfly1,Myiagra ferrocyanea
ochfly1,Myiagra cervinicauda
melfly1,Myiagra caledonica
vanfly1,Myiagra vanikorensis
chtfly1,Myiagra castaneigularis
brbfly1,Myiagra ruficollis
satfly1,Myiagra cyanoleuca
shifly1,Myiagra alecto
papfly1,Myiagra nana
resfly1,Myiagra inquieta
blamag1,Platysmurus leucopterus
blkmag2,Platysmurus leucopterus aterrimus
sibjay1,Perisoreus infaustus
sicjay1,Perisoreus internigrans
gryjay,Perisoreus canadensis
blcjay2,Cyanolyca armillata
whcjay2,Cyanolyca viridicyanus
turjay1,Cyanolyca turcosa
beajay1,Cyanolyca pulchra
azhjay1,Cyanolyca cucullata
bltjay1,Cyanolyca pumilo
dwajay1,Cyanolyca nanus
whtjay1,Cyanolyca mirabilis
sitjay1,Cyanolyca argentigula
bucjay1,Cyanocorax melanocyaneus
sabjay,Cyanocorax sanblasianus
yucjay1,Cyanocorax yucatanicus
pubjay1,Cyanocorax beecheii
viojay1,Cyanocorax violaceus
azujay1,Cyanocorax caeruleus
purjay1,Cyanocorax cyanomelas
cucjay1,Cyanocorax cristatellus
tufjay1,Cyanocorax dickeyi
blcjay1,Cyanocorax affinis
whtjay2,Cyanocorax mystacalis
cayjay1,Cyanocorax cayanus
aznjay1,Cyanocorax heilprini
plcjay1,Cyanocorax chrysops
whnjay1,Cyanocorax cyanopogon
grnjay,Cyanocorax yncas
brnjay,Psilorhinus morio
btmjay,Calocitta colliei
wtmjay1,Calocitta formosa
blujay,Cyanocitta cristata
stejay,Cyanocitta stelleri
mexjay4,Aphelocoma wollweberi
mexjay3,Aphelocoma ultramarina
unijay1,Aphelocoma unicolor
cowscj1,Aphelocoma californica
wooscj2,Aphelocoma woodhouseii
issjay,Aphelocoma insularis
flsjay,Aphelocoma coerulescens
pinjay,Gymnorhinus cyanocephalus
eurjay1,Garrulus glandarius
blhjay1,Garrulus lanceolatus
lidjay1,Garrulus lidthi
azwmag2,Cyanopica cyanus
azwmag3,Cyanopica cooki
ceymag1,Urocissa ornata
formag1,Urocissa caerulea
gobmag1,Urocissa flavirostris
rbbmag,Urocissa erythroryncha
whwmag1,Urocissa whiteheadi
yebmag1,Cissa hypoleuca
ruftre2,Dendrocitta vagabunda
bortre1,Dendrocitta cinerascens
grytre1,Dendrocitta formosae
whbtre1,Dendrocitta leucogastra
coltre1,Dendrocitta frontalis
andtre1,Dendrocitta bayleii
rattre1,Crypsirina temia
hootre1,Crypsirina cucullata
rattre2,Temnurus temnurus
eurmag1,Pica pica
eurmag3,Pica mauritanica
eurmag5,Pica asirensis
eurmag6,Pica bottanensis
orimag1,Pica serica
bkbmag1,Pica hudsonia
yebmag,Pica nuttalli
stbcro1,Zavattariornis stresemanni
mogjay1,Podoces hendersoni
xigjay1,Podoces biddulphi
tugjay1,Podoces panderi
irgjay1,Podoces pleskei
clanut,Nucifraga columbiana
redcro,Loxia curvirostra
redcro9,Loxia sinesciuris
whwcro,Loxia leucoptera
hiscro,Loxia megaplaga
mouser1,Chrysocorythus estherae
eurgol,Carduelis carduelis
citfin1,Carduelis citrinella
corfin1,Carduelis corsicana
fifser1,Serinus pusillus
eurser1,Serinus serinus
syrser1,Serinus syriacus
comcan,Serinus canaria
capcan1,Serinus canicollis
yeccan1,Serinus flavivertex
bkhcan2,Serinus alario
tibser1,Spinus thibetanus
lawgol,Spinus lawrencei
amegfi,Spinus tristis
lesgol,Spinus psaltria
eursis,Spinus spinus
antsis1,Spinus dominicensis
pinsis,Spinus pinus
blhsis1,Spinus notatus
blcsis2,Spinus barbatus
yebsis1,Spinus xanthogastrus
olisis1,Spinus olivaceus
hoosis1,Spinus magellanicus
safsis1,Spinus siemiradzkii
yefsis1,Spinus yarrellii
blasis1,Spinus atratus
yersis1,Spinus uropygialis
thbsis1,Spinus crassirostris
andsis1,Spinus spinescens
eleeup1,Chlorophonia elegantissima
anteup1,Chlorophonia musica
goreup1,Chlorophonia cyanocephala
blnchl1,Chlorophonia cyanea
chbchl1,Chlorophonia pyrrhophrys
yecchl1,Chlorophonia flavirostris
blcchl1,Chlorophonia occipitalis
gobchl1,Chlorophonia callophrys
jameup1,Euphonia jamaica
orceup1,Euphonia saturata
plueup1,Euphonia plumbea
puteup1,Euphonia chlorotica
fineup1,Euphonia finschi
vefeup1,Euphonia concinna
trieup1,Euphonia trinitatis
screup3,Euphonia godmani
screup1,Euphonia affinis
yeceup1,Euphonia luteicapilla
gobeup1,Euphonia chrysopasta
whveup1,Euphonia minuta
gnteup1,Euphonia chalybea
vioeup1,Euphonia violacea
yeteup1,Euphonia hirundinacea
thbeup1,Euphonia laniirostris
spceup1,Euphonia imitans
olbeup1,Euphonia gouldi
fuveup1,Euphonia fulvicrissa
taceup1,Euphonia anneae
orbeup1,Euphonia xanthogaster
brgeup1,Euphonia mesochrysa
goseup1,Euphonia cayennensis
rubeup1,Euphonia rufiventris
chbeup1,Euphonia pectoralis
mcclon,Rhynchophanes mccownii
laplon,Calcarius lapponicus
smilon,Calcarius pictus
chclon,Calcarius ornatus
snobun,Plectrophenax nivalis
austhr1,Turdus falcklandii
lawthr1,Turdus lawrencii
slathr3,Turdus subalaris
crbthr1,Turdus amaurochalinus
trithr1,Turdus eremita
marthr2,Turdus maranonicus
blbthr1,Turdus ignobilis
bkbthr3,Turdus arthuri
yelthr1,Turdus flavipes
whtrob1,Turdus assimilis
whtthr2,Turdus assimilis daguae
whnrob1,Turdus albicollis
rubrob,Turdus rufopalliatus
pavthr1,Turdus obsoletus
pabthr1,Turdus leucomelas
cocthr1,Turdus fumigatus
hauthr1,Turdus hauxwelli
rubthr1,Turdus rufiventris
clcrob,Turdus grayi
baerob1,Turdus nudigenis
ecuthr1,Turdus maculirostris
hauthr3,Turdus sanchezorum
unithr1,Turdus haplochrous
ficale3,Alethe diademata
ficale2,Alethe castanea
kasrob2,Cercotrichas coryphoeus
fosrob1,Cercotrichas leucosticta
besrob1,Cercotrichas quadrivirgata
misrob1,Cercotrichas barbata
blsrob1,Cercotrichas podobe
rutscr1,Cercotrichas galactotes
kasrob1,Cercotrichas paena
bbsrob1,Cercotrichas hartlaubi
rbsrob1,Cercotrichas leucophrys
brsrob1,Cercotrichas signata
indrob1,Copsychus fulicatus
rutsha2,Copsychus pyrropygus
mamrob1,Copsychus albospecularis
semrob1,Copsychus sechellarum
phimar1,Copsychus mindanensis
andsha1,Copsychus albiventris
whrsha2,Copsychus stricklandii
whbsha1,Copsychus luzoniensis
vissha1,Copsychus superciliaris
whvsha1,Copsychus niger
blasha1,Copsychus cebuensis
afffly1,Fraseria ocreata
wbffly1,Fraseria cinerascens
gyttif1,Fraseria griseigularis
grytif1,Fraseria plumbea
angslf1,Melaenornis brunneus
wheslf1,Melaenornis fischeri
abyslf1,Melaenornis chocolatinus
yebfly2,Melaenornis ardesiacus
nobfly1,Melaenornis edolioides
sobfly1,Melaenornis pammelaina
palfly2,Agricola pallidus
chafly2,Agricola infuscatus
grafly1,Bradornis microrhynchus [microrhynchus Group]
marfly1,Bradornis mariquensis
fisfly1,Melaenornis silens
silver1,Melaenornis semipartitus
spofly1,Muscicapa striata
spofly3,Muscicapa striata tyrrhenica/balearica
gamfly1,Muscicapa gambagae
gysfly1,Muscicapa griseisticta
dasfly,Muscicapa sibirica
asbfly,Muscicapa dauurica
bnsfly1,Muscicapa williamsoni
subfly2,Muscicapa segregata
brbfly2,Muscicapa muttui
ferfly1,Muscicapa ferruginea
ashfly1,Fraseria caerulescens
swafly3,Muscicapa aquatica
casfly1,Muscicapa cassini
olifly1,Fraseria olivascens
chafly1,Fraseria lendu
afdfly1,Muscicapa adusta
ligfly2,Muscicapa epulata
yeffly1,Muscicapa sethsmithi
dubfly2,Bradornis comitatus
tesfly1,Fraseria tessmanni
ussfly1,Bradornis ussheri
whgfly1,Anthipes monileger
rubfly3,Anthipes solitaris
habfly1,Cyornis hainanus
pabfly2,Cyornis unicolor
wbbfly1,Cyornis pallidipes
pacblf1,Cyornis poliogenys
hibfly1,Cyornis whitei
larblf1,Cyornis magnirostris
pabfly1,Cyornis lemprieri
tibfly3,Cyornis tickelliae
tibfly4,Cyornis sumatrensis
lobblf1,Cyornis caerulatus
bobfly2,Cyornis superbus
butfly1,Cyornis rubeculoides
butfly2,Cyornis glaucicomans
mabfly1,Cyornis turcosus
mabfly2,Cyornis rufigastra
subfly4,Cyornis omissus djampeanus
